bearID,sampleDate,sampleTime,latitude,longitude,agency,sex,bearAge,ageCode,cubAgeClass,reproClass,SLBL,correctedSLBL,girth,mass,cortisolAssay_pg_mg,,
412,2013-04-27,18:06,70.1623,-141.9666,usgs,F,4,S,NA,SF,NA,NA,NA,NA,6.5131,,
413,2014-03-25,11:51,72.0610,-155.0068,usgs,M,5,A,NA,SM,221,221.00,123.5,229.06,2.3961,,
414,2014-03-30,9:54,71.5713,-156.0573,usgs,M,3,S,NA,SM,199,199.00,125.5,202.76,4.7451,,
415,2014-03-31,14:18,71.6659,-156.2063,usgs,F,18,A,C1,E0,203.3,203.30,127.8,217.72,3.1256,,
416,2014-04-06,18:04,70.8731,-148.3105,usgs,F,8,A,NA,UF,183.3,183.30,120.5,147.87,4.3182,,
417,2014-04-07,11:08,70.8796,-148.2898,usgs,M,3,S,NA,SM,207.5,207.50,131.1,238.14,5.2268,,
418,2014-04-08,17:24,70.5078,-147.9662,usgs,F,5,A,NA,SF,187.8,187.80,108,166.92,4.7016,,
419,2014-04-10,13:05,70.5166,-146.7975,usgs,F,6,A,NA,UF,193.8,193.80,116.3,199.13,6.5984,,
420,2014-04-13,16:23,70.5265,-148.2122,usgs,F,4,S,NA,SF,184.6,184.60,120.9,174.63,6.4475,,
421,2014-04-15,11:00,70.6054,-151.8997,usgs,F,10,A,C0,IF,191,191.00,120.6,160.12,4.7906,,
422,2014-04-15,15:11,71.7207,-152.5588,usgs,F,5,A,NA,SF,198.2,198.20,167.2,196.41,5.7625,,
423,2014-04-20,15:32,70.1344,-142.0083,usgs,F,2,D,NA,DY,NA,NA,NA,NA,4.3899,,
424,2014-04-20,16:59,70.2234,-142.3341,usgs,F,2,D,NA,DY,NA,NA,NA,NA,5.4574,,
425,2014-04-21,10:39,70.4792,-143.0607,usgs,F,3,S,NA,SF,190.5,190.50,132.6,196.86,7.5014,,
426,2014-04-29,11:20,70.6189,-141.5016,usgs,F,2,D,NA,DY,NA,NA,NA,NA,6.5133,,
427,2014-04-29,12:42,70.6325,-141.4659,usgs,F,3,S,NA,SF,191.8,191.80,110.4,165.56,4.5079,,
428,2011-04-20,12:00,66.6500,-165.9905,fws,M,4,S,NA,SM,NA,NA,NA,NA,6.6218,,
429,2011-04-20,12:00,66.5747,-166.7243,fws,M,4,S,NA,SM,NA,NA,NA,NA,7.6427,,
430,2016-04-05,12:00,67.6516,-166.4784,fws,M,5,A,NA,SM,NA,NA,NA,NA,5.9895,,
431,2011-04-21,12:00,66.7885,-166.1590,fws,M,5,A,NA,SM,NA,NA,NA,NA,4.0442,,
432,2011-04-22,12:00,67.0552,-165.2271,fws,M,4,S,NA,SM,NA,NA,NA,NA,6.8118,,
433,2011-04-22,12:00,67.1551,-166.5118,fws,M,5,A,NA,SM,NA,NA,NA,NA,3.4926,,
434,2011-04-22,12:00,67.0170,-166.0845,fws,F,4,S,NA,SF,NA,NA,NA,NA,6.2414,,
435,2011-04-22,12:00,66.7330,-165.4943,fws,F,15,A,C1,E0,NA,NA,NA,NA,5.0660,,
436,2011-04-24,12:00,67.3711,-165.6397,fws,M,8,A,NA,AM,NA,NA,NA,NA,7.2718,,
437,2011-04-25,12:00,66.5337,-165.7636,fws,M,6,A,NA,AM,NA,NA,NA,NA,5.3474,,
438,2011-04-27,12:00,67.4011,-166.6877,fws,M,17,A,NA,AM,NA,NA,NA,NA,5.4688,,
439,2016-03-29,12:00,67.4176,-167.9318,fws,F,19,A,NA,UF,NA,NA,NA,NA,5.2035,,
440,2016-04-06,12:00,67.0996,-166.4566,fws,M,8,A,NA,AM,NA,NA,NA,NA,6.3228,,
441,2016-03-22,12:00,66.7694,-166.4526,fws,M,12,A,NA,AM,NA,NA,NA,NA,5.8048,,
442,2016-03-25,12:00,67.5385,-167.6616,fws,M,3,S,NA,SM,NA,NA,NA,NA,12.6429,,
443,2016-03-26,12:00,67.5723,-167.5972,fws,F,12,A,C2,E1,NA,NA,NA,NA,5.3719,,
444,2016-03-28,12:00,67.5087,-167.8084,fws,F,6,A,C1,E0,NA,NA,NA,NA,3.4159,,
445,2016-04-05,12:00,67.6118,-166.2185,fws,F,4,S,NA,SF,NA,NA,NA,NA,4.3985,,
446,2016-04-05,12:00,67.8209,-167.1943,fws,F,14,A,C1,E0,NA,NA,NA,NA,3.3258,,
447,2016-04-07,12:00,67.2601,-166.1235,fws,F,20,A,C1,E0,NA,NA,NA,NA,3.7809,,
448,2016-04-07,12:00,67.2416,-165.7575,fws,F,9,A,NA,UF,NA,NA,NA,NA,5.2398,,
449,2016-04-08,12:00,67.4838,-167.6558,fws,F,16,A,C1,E0,NA,NA,NA,NA,20.1299,,
450,2016-04-09,12:00,67.1089,-166.0737,fws,F,16,A,C2,E1,NA,NA,NA,NA,6.4287,,
451,2016-04-10,12:00,67.4060,-166.6951,fws,M,7,A,NA,AM,NA,NA,NA,NA,7.6164,,
452,2016-04-12,12:00,66.7081,-166.9778,fws,M,9,A,NA,AM,NA,NA,NA,NA,3.5461,,
453,2016-04-12,12:00,66.5289,-167.5197,fws,F,21,A,C2,E1,NA,NA,NA,NA,6.7411,,
454,2016-04-14,12:00,67.2910,-166.4001,fws,F,10,A,C1,E0,NA,NA,NA,NA,3.3051,,
455,2016-04-14,12:00,67.0708,-166.8612,fws,F,5,A,NA,SF,NA,NA,NA,NA,4.2572,,
456,2016-04-26,12:00,66.6856,-166.7442,fws,F,NA,A,C1,E1,NA,NA,NA,NA,4.1958,,
457,2009-05-17,17:14,70.2130,-142.7284,usgs,F,6,A,NA,UF,201,201.00,114.3,194.14,4.2892,,
458,2013-04-22,11:30,70.2696,-142.8776,usgs,F,13,A,C0,IF,198,198.00,134.7,208.20,3.3183,,
459,2006-03-31,0:00,71.5134,-156.2096,usgs,F,20,A,NA,UF,NA,NA,NA,NA,20.9677,,
460,2008-05-07,18:55,70.2120,-143.3930,usgs,F,5,A,NA,SF,186,186.00,107.5,164.65,4.8248,,
461,2006-04-06,0:00,71.6311,-154.8622,usgs,M,8,A,NA,AM,NA,NA,NA,NA,17.0108,,
461,2014-04-09,12:53,70.8455,-147.4522,usgs,M,16,A,NA,AM,234.4,234.40,162,462.66,4.6308,,
462,2010-04-12,18:09,70.3688,-142.7168,usgs,F,8,A,C0,IF,192,192.00,113.4,169.64,4.6128,,
463,2009-05-08,18:39,70.6994,-147.6570,usgs,F,10,A,NA,UF,199.2,199.20,124.7,195.50,5.2445,,
464,2006-04-03,0:00,71.4807,-156.4174,usgs,F,13,A,C1,E0,NA,NA,NA,NA,8.2635,,
465,2013-04-14,16:12,70.9285,-149.6872,usgs,F,10,A,NA,UF,190,190.00,122.5,189.60,5.2206,,
